external_code,category,category_slug,name_az,name_ru,synonyms,synonyms_count,name_terms,name_terms_count,requires_side,requires_direction,requires_location,is_active,created_at
SU-004,Рейка/колонка,steering-rack,Rulavoy kalonka,Рулевая колонка,rulovoy kalonka; rulovoykalonka; rulavoykalonka; рулеваяколонка,4,Rulavoy kalonka; Рулевая колонка; rulovoy kalonka; rulovoykalonka; rulavoykalonka; рулеваяколонка,6,No,No,No,Yes,2026-07-21 14:10:44
SU-006,Рейка/колонка,steering-rack,Rulevoy reyka (dişli qutusu),Рулевая рейка,dişli qutusu; sükan reykası; sükan mexanizmi; pulavoy reyka; rulavoy lazımdır; disli qutusu; sukan reykasi; sukan mexanizmi; rulavoy lazimdir; rulevoy reyka disli qutusu; disliqutusu; sukanreykasi; sukanmexanizmi; pulavoyreyka; rulavoylazimdir; рулеваярейка,16,Rulevoy reyka (dişli qutusu); Рулевая рейка; rulevoy reyka dişli qutusu; dişli qutusu; sükan reykası; sükan mexanizmi; pulavoy reyka; rulavoy lazımdır; disli qutusu; sukan reykasi; sukan mexanizmi; rulavoy lazimdir; rulevoy reyka disli qutusu; disliqutusu; sukanreykasi; sukanmexanizmi; pulavoyreyka; rulavoylazimdir; рулеваярейка,19,No,No,No,Yes,2026-07-21 14:10:44
SU-015,Рейка/колонка,steering-rack,Rulevoy amortizator,Рулевой амортизатор (внедорожники/пикапы),внедорожники; внедорожники пикапы; пикапы; внедорожникипикапы; rulevoyamortizator,5,Rulevoy amortizator; Рулевой амортизатор (внедорожники/пикапы); рулевой амортизатор внедорожники пикапы; внедорожники; внедорожники пикапы; пикапы; внедорожникипикапы; rulevoyamortizator,8,No,No,No,Yes,2026-07-21 14:10:44
KZ-067,Ремни безопасности,interior-seatbelts,Təhlükəsizlik kəməri,Ремень безопасности,tehlukesizlik kemeri; tehlukesizlikkemeri; ременьбезопасности,3,Təhlükəsizlik kəməri; Ремень безопасности; tehlukesizlik kemeri; tehlukesizlikkemeri; ременьбезопасности,5,Yes,No,No,Yes,2026-07-21 14:10:44
SU-009,Руль/шлейф (SRS),steering-wheel-srs,Rul altı keçirici (dönmə/işıq qolu),Подрулевой переключатель,dönmə; dönmə işıq qolu; işıq qolu; donme; donme isiq qolu; isiq qolu; rul alti kecirici donme isiq qolu; isiqqolu; подрулевойпереключатель,9,Rul altı keçirici (dönmə/işıq qolu); Подрулевой переключатель; rul altı keçirici dönmə işıq qolu; dönmə; dönmə işıq qolu; işıq qolu; donme; donme isiq qolu; isiq qolu; rul alti kecirici donme isiq qolu; isiqqolu; подрулевойпереключатель,12,No,No,No,Yes,2026-07-21 14:10:44
SU-011,Руль/шлейф (SRS),steering-wheel-srs,Rul (sükan çarxı),Руль (рулевое колесо),рулевое колесо; sükan çarxı; sükan; sukan; sukan carxi; rul sukan carxi; рулевоеколесо; sukancarxi,8,Rul (sükan çarxı); Руль (рулевое колесо); rul sükan çarxı; руль рулевое колесо; рулевое колесо; sükan çarxı; sükan; sukan; sukan carxi; rul sukan carxi; рулевоеколесо; sukancarxi,12,No,No,No,Yes,2026-07-21 14:10:44
EY-013,Ручник,brakes-handbrake,Ruçnoy bloku/düyməsi (elektron əl əyləci),Блок/кнопка электронного ручника,блок электронного ручника; кнопка электронного ручника; ruçnoy bloku; ruçnoy düyməsi; elektron əl əyləci; rucnoy bloku; rucnoy duymesi; elektron el eyleci; rucnoy bloku duymesi elektron el eyleci; rucnoybloku; rucnoyduymesi,11,Ruçnoy bloku/düyməsi (elektron əl əyləci); Блок/кнопка электронного ручника; ruçnoy bloku düyməsi elektron əl əyləci; блок кнопка электронного ручника; блок электронного ручника; кнопка электронного ручника; ruçnoy bloku; ruçnoy düyməsi; elektron əl əyləci; rucnoy bloku; rucnoy duymesi; elektron el eyleci; rucnoy bloku duymesi elektron el eyleci; rucnoybloku; rucnoyduymesi,15,No,No,No,Yes,2026-07-21 14:10:44
EY-012,Ручник,brakes-handbrake,Ruçnoy tormuz trosu,Трос ручного тормоза,rucnoy tormuz trosu,1,Ruçnoy tormuz trosu; Трос ручного тормоза; rucnoy tormuz trosu,3,Yes,No,No,Yes,2026-07-21 14:10:44
AS-015,Рычаги/шаровые/стабилизатор,suspension-arms,Ling/Qol (əyri/düz/banan),Рычаг подвески,əyri düz banan; aliminium asqı qolu; alt asqı qolu; alt asqı qolu dəsti; alüminium asqı qolu; asqı qolu; sükan lingi; tənzimləyici lingi; üst asqı qolu; əyri asqı qolu; oynaqlı düz qol; alt idarəetmə qolu; asqı dartma qolu; arxa qolu; ön qolu; alt qollar; ön sol alt qol; eyri duz banan; aliminium asqi qolu; alt asqi qolu; alt asqi qolu desti; aluminium asqi qolu; asqi qolu; sukan lingi; tenzimleyici lingi; ust asqi qolu; eyri asqi qolu; oynaqli duz qol; alt idareetme qolu; asqi dartma qolu; on qolu; on sol alt qol; ling qol eyri duz banan; asqiqolu; sukanlingi; tenzimleyicilingi; arxaqolu; altqollar; рычагподвески,39,Ling/Qol (əyri/düz/banan); Рычаг подвески; ling qol əyri düz banan; əyri düz banan; aliminium asqı qolu; alt asqı qolu; alt asqı qolu dəsti; alüminium asqı qolu; asqı qolu; sükan lingi; tənzimləyici lingi; üst asqı qolu; əyri asqı qolu; oynaqlı düz qol; alt idarəetmə qolu; asqı dartma qolu; arxa qolu; ön qolu; alt qollar; ön sol alt qol; eyri duz banan; aliminium asqi qolu; alt asqi qolu; alt asqi qolu desti; aluminium asqi qolu; asqi qolu; sukan lingi; tenzimleyici lingi; ust asqi qolu; eyri asqi qolu; oynaqli duz qol; alt idareetme qolu; asqi dartma qolu; on qolu; on sol alt qol; ling qol eyri duz banan; asqiqolu; sukanlingi; tenzimleyicilingi; arxaqolu; altqollar; рычагподвески,42,Yes,Yes,No,Yes,2026-07-21 14:10:44
AS-011,Рычаги/шаровые/стабилизатор,suspension-arms,Sırğa (stabilizator lingi),Стойка стабилизатора,stabilizator lingi; sirga stabilizator lingi; stabilizatorlingi; стойкастабилизатора,4,Sırğa (stabilizator lingi); Стойка стабилизатора; sırğa stabilizator lingi; stabilizator lingi; sirga stabilizator lingi; stabilizatorlingi; стойкастабилизатора,7,Yes,Yes,No,Yes,2026-07-21 14:10:44
AS-010,Рычаги/шаровые/стабилизатор,suspension-arms,Şaravoy (kula opora),Шаровая опора,kula opora; asqının kürəcikli oynağı; böyük və kiçik oynaq; kürəcikli yastıq; kürəcikli yastığı; alt asqının kürəcikli oynağı; asqının yuxarı kürəvi dayağı; asma qolun oynağı; aşağı asqının kürəcikli oynağı; asqinin kurecikli oynagi; boyuk ve kicik oynaq; kurecikli yastiq; kurecikli yastigi; alt asqinin kurecikli oynagi; asqinin yuxari kurevi dayagi; asma qolun oynagi; asagi asqinin kurecikli oynagi; saravoy kula opora; kulaopora; kurecikliyastiq; kurecikliyastigi; шароваяопора,22,Şaravoy (kula opora); Шаровая опора; şaravoy kula opora; kula opora; asqının kürəcikli oynağı; böyük və kiçik oynaq; kürəcikli yastıq; kürəcikli yastığı; alt asqının kürəcikli oynağı; asqının yuxarı kürəvi dayağı; asma qolun oynağı; aşağı asqının kürəcikli oynağı; asqinin kurecikli oynagi; boyuk ve kicik oynaq; kurecikli yastiq; kurecikli yastigi; alt asqinin kurecikli oynagi; asqinin yuxari kurevi dayagi; asma qolun oynagi; asagi asqinin kurecikli oynagi; saravoy kula opora; kulaopora; kurecikliyastiq; kurecikliyastigi; шароваяопора,25,Yes,Yes,No,Yes,2026-07-21 14:10:44
AS-033,Сайлентблоки/втулки,suspension-bushings,Razvalni bolt (ekssentrik boltu,Болт развала,razvalın boltu; razvalni bolt qabax; arxa balaca ştanq; balaca ştanq; razvalin boltu; arxa balaca stanq; balaca stanq; razvalinboltu; balacastanq; болтразвала,10,Razvalni bolt (ekssentrik boltu; Болт развала; razvalni bolt ekssentrik boltu; razvalın boltu; razvalni bolt qabax; arxa balaca ştanq; balaca ştanq; razvalin boltu; arxa balaca stanq; balaca stanq; razvalinboltu; balacastanq; болтразвала,13,Yes,Yes,No,Yes,2026-08-28 14:28:58
AS-032,Сайлентблоки/втулки,suspension-bushings,Podramnik rezini (çərçivəaltı vtulkası),Втулка подрамника,podramnik rezini cercivealti vtulkasi; втулкаподрамника,2,Podramnik rezini (çərçivəaltı vtulkası); Втулка подрамника; podramnik rezini çərçivəaltı vtulkası; podramnik rezini cercivealti vtulkasi; втулкаподрамника,5,No,No,No,Yes,2026-08-28 10:17:32
AS-013,Сайлентблоки/втулки,suspension-bushings,Razvalni vtulka,Втулка развала,razvalnivtulka; втулкаразвала,2,Razvalni vtulka; Втулка развала; razvalnivtulka; втулкаразвала,4,Yes,Yes,No,Yes,2026-07-21 14:10:44
AS-026,Сайлентблоки/втулки,suspension-bushings,Ressora vtulkası,Втулка рессоры,ressora vtulkasi; ressoravtulkasi; втулкарессоры,3,Ressora vtulkası; Втулка рессоры; ressora vtulkasi; ressoravtulkasi; втулкарессоры,5,Yes,Yes,No,Yes,2026-07-21 14:10:44
AS-012,Сайлентблоки/втулки,suspension-bushings,Stabilizator rezini,Втулка стабилизатора,stabilizatorrezini; втулкастабилизатора,2,Stabilizator rezini; Втулка стабилизатора; stabilizatorrezini; втулкастабилизатора,4,Yes,Yes,No,Yes,2026-07-21 14:10:44
AS-025,Сайлентблоки/втулки,suspension-bushings,Balka silentbloku,Сайлентблок задней балки,balkasilentbloku,1,Balka silentbloku; Сайлентблок задней балки; balkasilentbloku,3,No,Yes,No,Yes,2026-07-21 14:10:44
AS-014,Сайлентблоки/втулки,suspension-bushings,Silentblok (qolun),Сайлентблок рычага,qolun; asqı qolunun metal oynağı; böyük rezin metal oynağı; rezin metal oynağı; rezin metal oynağı qolu; tənzimləyici rezini; rezin metal oynaq; böyük rezin metal oynaq; kiçik rezin metal oynaq; üst rezin metal oynaq; asqi qolunun metal oynagi; boyuk rezin metal oynagi; rezin metal oynagi; rezin metal oynagi qolu; tenzimleyici rezini; boyuk rezin metal oynaq; kicik rezin metal oynaq; ust rezin metal oynaq; tenzimleyicirezini; silentblokqolun; сайлентблокрычага,21,Silentblok (qolun); Сайлентблок рычага; silentblok qolun; qolun; asqı qolunun metal oynağı; böyük rezin metal oynağı; rezin metal oynağı; rezin metal oynağı qolu; tənzimləyici rezini; rezin metal oynaq; böyük rezin metal oynaq; kiçik rezin metal oynaq; üst rezin metal oynaq; asqi qolunun metal oynagi; boyuk rezin metal oynagi; rezin metal oynagi; rezin metal oynagi qolu; tenzimleyici rezini; boyuk rezin metal oynaq; kicik rezin metal oynaq; ust rezin metal oynaq; tenzimleyicirezini; silentblokqolun; сайлентблокрычага,24,Yes,Yes,No,Yes,2026-07-21 14:10:44
SR-014,Свечи,consumables-plugs,Alışdırma şamı (sveça),Свеча зажигания,sveça; alışdırıcı şam; alışma şamı; sveca; alisdirici sam; alisma sami; alisdirma sami sveca; alisdiricisam; alismasami; свечазажигания,10,Alışdırma şamı (sveça); Свеча зажигания; alışdırma şamı sveça; sveça; alışdırıcı şam; alışma şamı; sveca; alisdirici sam; alisma sami; alisdirma sami sveca; alisdiricisam; alismasami; свечазажигания,13,No,No,No,Yes,2026-07-21 14:10:44
AK-021,Сиденья,interior-seats,Uşaq oturacağı,Детское автокресло,usaq oturacagi; usaqoturacagi; детскоеавтокресло,3,Uşaq oturacağı; Детское автокресло; usaq oturacagi; usaqoturacagi; детскоеавтокресло,5,No,No,No,Yes,2026-07-21 14:10:44
AK-049,Сиденья,interior-seats,Oturacaq qızdırıcı örtüyü,Накидка на сиденье с подогревом,oturacaq qizdirici ortuyu,1,Oturacaq qızdırıcı örtüyü; Накидка на сиденье с подогревом; oturacaq qizdirici ortuyu,3,No,No,No,Yes,2026-08-28 16:39:20
AK-018,Сиденья,interior-seats,Oturacaq,Сиденье,oturacağın irəli arxaya aparan mator; oturacaq motoru; oturacagin ireli arxaya aparan mator; oturacaqmotoru,4,Oturacaq; Сиденье; oturacağın irəli arxaya aparan mator; oturacaq motoru; oturacagin ireli arxaya aparan mator; oturacaqmotoru,6,Yes,Yes,No,Yes,2026-07-21 14:10:44
AK-002,Сиденья,interior-seats,Oturacaq üzlüyü,Чехол сиденья,oturacaq çexolu; oturacaq cexolu; oturacaq uzluyu; oturacaqcexolu; oturacaquzluyu; чехолсиденья,6,Oturacaq üzlüyü; Чехол сиденья; oturacaq çexolu; oturacaq cexolu; oturacaq uzluyu; oturacaqcexolu; oturacaquzluyu; чехолсиденья,8,Yes,No,No,Yes,2026-07-21 14:10:44
TY-004,Спойлеры/диффузоры,tuning-spoilers,Arxa bufer diffuzoru,Диффузор заднего бампера,arxa bagaj üstü spoiler; arxa diffuser; arxa bagaj ustu spoiler; arxadiffuser,4,Arxa bufer diffuzoru; Диффузор заднего бампера; arxa bagaj üstü spoiler; arxa diffuser; arxa bagaj ustu spoiler; arxadiffuser,6,No,No,No,Yes,2026-07-21 14:10:44
KZ-036,Спойлеры/диффузоры,tuning-spoilers,Spoyler,Спойлер,baqaj spoyleri; baqaj üstü spoyler; baqaj üstü spoyleri; ışıqlı spoyleri; baqaj ustu spoyler; baqaj ustu spoyleri; isiqli spoyleri; baqajspoyleri; isiqlispoyleri,9,Spoyler; Спойлер; baqaj spoyleri; baqaj üstü spoyler; baqaj üstü spoyleri; ışıqlı spoyleri; baqaj ustu spoyler; baqaj ustu spoyleri; isiqli spoyleri; baqajspoyleri; isiqlispoyleri,11,No,No,No,Yes,2026-07-21 14:10:44
MU-094,Стартер/генератор,electrical-starter-alternator,Starter bendiksi,Бендикс стартера,statelin bendeksi avtomati ilə; statelin bendeksi avtomati ile; starterbendiksi; бендиксстартера,4,Starter bendiksi; Бендикс стартера; statelin bendeksi avtomati ilə; statelin bendeksi avtomati ile; starterbendiksi; бендиксстартера,6,No,No,No,Yes,2026-08-25 15:33:13
MU-047,Стартер/генератор,electrical-starter-alternator,Dinamo (generator),Генератор,generator; dinamo; dinamogenerator,3,Dinamo (generator); Генератор; dinamo generator; generator; dinamo; dinamogenerator,6,No,No,No,Yes,2026-07-21 14:10:44
EL-039,Стартер/генератор,electrical-starter-alternator,Generator tənzimləyici (reле),Реле-регулятор генератора,reле; gərginlik tənzimləyicisi dinamo relesi; dartma relesi; gerginlik tenzimleyicisi dinamo relesi; generator tenzimleyici reле; dartmarelesi,6,Generator tənzimləyici (reле); Реле-регулятор генератора; generator tənzimləyici reле; реле регулятор генератора; reле; gərginlik tənzimləyicisi dinamo relesi; dartma relesi; gerginlik tenzimleyicisi dinamo relesi; generator tenzimleyici reле; dartmarelesi,10,No,No,No,Yes,2026-07-21 14:10:44
MU-048,Стартер/генератор,electrical-starter-alternator,Starter,Стартер,stater; startyor,2,Starter; Стартер; stater; startyor,4,No,No,No,Yes,2026-07-21 14:10:44
AS-030,Ступицы/подшипники,suspension-hubs,Sapfa (povorotnı kulak),Поворотный кулак (цапфа),цапфа; povorotnı kulak; povorotni kulak; sapfa povorotni kulak; povorotnikulak,5,Sapfa (povorotnı kulak); Поворотный кулак (цапфа); sapfa povorotnı kulak; поворотный кулак цапфа; цапфа; povorotnı kulak; povorotni kulak; sapfa povorotni kulak; povorotnikulak,9,Yes,Yes,No,Yes,2026-07-21 14:10:44
AS-007,Ступицы/подшипники,suspension-hubs,Stupitsa podşipniki,Подшипник ступицы,usdubçiya paçeniki; usdupçiya podşipniki; stupisa paçeniki; ступица паченик; paçenik.; təkər topu yastığı; təkər topunun diyircəyi; təkər topunun diyirlənmə yastığı; paçennik; usdubçiyanın paçeniki; qabaq stupsiyaların poçenniki; stupsiya paçevniki; usdubciya paceniki; usdupciya podsipniki; stupisa paceniki; pacenik; teker topu yastigi; teker topunun diyirceyi; teker topunun diyirlenme yastigi; pacennik; usdubciyanin paceniki; qabaq stupsiyalarin pocenniki; stupsiya pacevniki; stupitsa podsipniki; usdubciyapaceniki; usdupciyapodsipniki; stupisapaceniki; ступицапаченик; usdubciyaninpaceniki; stupsiyapacevniki; stupitsapodsipniki; подшипникступицы,32,Stupitsa podşipniki; Подшипник ступицы; paçenik; usdubçiya paçeniki; usdupçiya podşipniki; stupisa paçeniki; ступица паченик; paçenik.; təkər topu yastığı; təkər topunun diyircəyi; təkər topunun diyirlənmə yastığı; paçennik; usdubçiyanın paçeniki; qabaq stupsiyaların poçenniki; stupsiya paçevniki; usdubciya paceniki; usdupciya podsipniki; stupisa paceniki; pacenik; teker topu yastigi; teker topunun diyirceyi; teker topunun diyirlenme yastigi; pacennik; usdubciyanin paceniki; qabaq stupsiyalarin pocenniki; stupsiya pacevniki; stupitsa podsipniki; usdubciyapaceniki; usdupciyapodsipniki; stupisapaceniki; ступицапаченик; usdubciyaninpaceniki; stupsiyapacevniki; stupitsapodsipniki; подшипникступицы,35,Yes,Yes,No,Yes,2026-07-21 14:10:44
AS-006,Ступицы/подшипники,suspension-hubs,Stupitsa (təkər topu),Ступица колеса,təkər topu; təkər qovşağı; teker topu; teker qovsagi; stupitsa teker topu; tekertopu; tekerqovsagi; ступицаколеса,8,Stupitsa (təkər topu); Ступица колеса; stupitsa təkər topu; təkər topu; təkər qovşağı; teker topu; teker qovsagi; stupitsa teker topu; tekertopu; tekerqovsagi; ступицаколеса,11,Yes,Yes,No,Yes,2026-07-21 14:10:44
AS-027,Ступицы/подшипники,suspension-hubs,Təkər şpilkası,Шпилька крепления колеса,teker spilkasi; tekerspilkasi,2,Təkər şpilkası; Шпилька крепления колеса; teker spilkasi; tekerspilkasi,4,No,No,No,Yes,2026-07-21 14:10:44
KZ-053,Стёкла,body-glass,Ön şüşə su axarı (jabo),Водосток лобового стекла (жабо),жабо; jabo; ön sinəlik; sinəlik; jabo paneli; ön şüşə su axarı; ön şüşə plastik; patpres altı plastik; şüşə altı plastik; külək şüşəsinin alt plastiki; on sinelik; sinelik; on suse su axari; on suse plastik; patpres alti plastik; suse alti plastik; kulek susesinin alt plastiki; on suse su axari jabo; onsinelik; jabopaneli,20,Ön şüşə su axarı (jabo); Водосток лобового стекла (жабо); ön şüşə su axarı jabo; водосток лобового стекла жабо; жабо; jabo; ön sinəlik; sinəlik; jabo paneli; ön şüşə su axarı; ön şüşə plastik; patpres altı plastik; şüşə altı plastik; külək şüşəsinin alt plastiki; on sinelik; sinelik; on suse su axari; on suse plastik; patpres alti plastik; suse alti plastik; kulek susesinin alt plastiki; on suse su axari jabo; onsinelik; jabopaneli,24,No,Yes,No,Yes,2026-07-21 14:10:44
KZ-012,Стёкла,body-glass,Arxa şüşə,Заднее стекло,arxa suse; arxasuse; заднеестекло,3,Arxa şüşə; Заднее стекло; arxa suse; arxasuse; заднеестекло,5,No,No,No,Yes,2026-07-21 14:10:44
KZ-090,Стёкла,body-glass,Jabo kronşteyni,Кронштейн жабо,jabo kronsteyni; jabokronsteyni; кронштейнжабо,3,Jabo kronşteyni; Кронштейн жабо; jabo kronsteyni; jabokronsteyni; кронштейнжабо,5,Yes,No,No,Yes,2026-08-25 15:17:39
KZ-011,Стёкла,body-glass,Ön şüşə (patpres),Лобовое стекло,patpres; alın şüşəsi; patples; patpresin qamisi; plyonka; plyonka vinil; on patples; fiolet patpres; benson patpres; luk firmasiynan; üstən çıxma alın şüşəsi; parpres rezinleri; alin susesi; usten cixma alin susesi; on suse patpres; alinsusesi; patpresinqamisi; plyonkavinil; onpatples; fioletpatpres; bensonpatpres; lukfirmasiynan; parpresrezinleri; лобовоестекло,24,Ön şüşə (patpres); Лобовое стекло; ön şüşə patpres; patpres; alın şüşəsi; patples; patpresin qamisi; plyonka; plyonka vinil; on patples; fiolet patpres; benson patpres; luk firmasiynan; üstən çıxma alın şüşəsi; parpres rezinleri; alin susesi; usten cixma alin susesi; on suse patpres; alinsusesi; patpresinqamisi; plyonkavinil; onpatples; fioletpatpres; bensonpatpres; lukfirmasiynan; parpresrezinleri; лобовоестекло,27,No,No,No,Yes,2026-07-21 14:10:44
KZ-035,Стёкла,body-glass,Lyuk mexanizmi,Механизм люка,lyuk; lyukmexanizmi; механизмлюка,3,Lyuk mexanizmi; Механизм люка; lyuk; lyukmexanizmi; механизмлюка,5,No,No,No,Yes,2026-07-21 14:10:44
KZ-013,Стёкла,body-glass,Qapı şüşəsi,Стекло двери,qapi susesi; qapisusesi; стеклодвери,3,Qapı şüşəsi; Стекло двери; qapi susesi; qapisusesi; стеклодвери,5,Yes,Yes,No,Yes,2026-07-21 14:10:44
KZ-014,Стёкла,body-glass,Lyuk şüşəsi,Стекло люка,tavan şüşəsi; ultra tavan şüşəsi; tavan susesi; ultra tavan susesi; lyuk susesi; tavansusesi; lyuksusesi; стеклолюка,8,Lyuk şüşəsi; Стекло люка; tavan şüşəsi; ultra tavan şüşəsi; tavan susesi; ultra tavan susesi; lyuk susesi; tavansusesi; lyuksusesi; стеклолюка,10,No,No,No,Yes,2026-07-21 14:10:44
KZ-056,Стёкла,body-glass,Lyuk rezini,Уплотнитель (резинка) люка,резинка; lukun rezinleri; lukun rezini; lukunrezinleri; lukunrezini; lyukrezini,6,Lyuk rezini; Уплотнитель (резинка) люка; уплотнитель резинка люка; резинка; lukun rezinleri; lukun rezini; lukunrezinleri; lukunrezini; lyukrezini,9,No,No,No,Yes,2026-07-21 14:10:44
KZ-082,Стёкла,body-glass,Şüşə rezini,Уплотнитель стекла,suse rezini; suserezini; уплотнительстекла,3,Şüşə rezini; Уплотнитель стекла; suse rezini; suserezini; уплотнительстекла,5,No,No,No,Yes,2026-08-22 12:03:18
KZ-072,Стёкла,body-glass,Lyuk pərdəsi,Шторка люка,lyukun pərdəsi; lyukun perdesi; lyuk perdesi; lyukunperdesi; lyukperdesi; шторкалюка,6,Lyuk pərdəsi; Шторка люка; lyukun pərdəsi; lyukun perdesi; lyuk perdesi; lyukunperdesi; lyukperdesi; шторкалюка,8,No,No,No,Yes,2026-08-22 12:03:18
EY-004,Суппорты,brakes-calipers,Support təmir dəsti (toz qoruyucusu/manjet),Ремкомплект суппорта (пыльники/манжеты),манжеты; пыльники; пыльники манжеты; manjet; toz qoruyucusu; toz qoruyucusu manjet; rulavoy komplekt supportun palisleri; supportun palisleri; support temir desti toz qoruyucusu manjet; пыльникиманжеты; tozqoruyucusu; supportunpalisleri,12,Support təmir dəsti (toz qoruyucusu/manjet); Ремкомплект суппорта (пыльники/манжеты); support təmir dəsti toz qoruyucusu manjet; ремкомплект суппорта пыльники манжеты; манжеты; пыльники; пыльники манжеты; manjet; toz qoruyucusu; toz qoruyucusu manjet; rulavoy komplekt supportun palisleri; supportun palisleri; support temir desti toz qoruyucusu manjet; пыльникиманжеты; tozqoruyucusu; supportunpalisleri,16,Yes,Yes,No,Yes,2026-07-21 14:10:44
EY-003,Суппорты,brakes-calipers,Support (suport),Тормозной суппорт,suport; support; supportsuport; тормознойсуппорт,4,Support (suport); Тормозной суппорт; support suport; suport; support; supportsuport; тормознойсуппорт,7,Yes,Yes,No,Yes,2026-07-21 14:10:44
TR-023,Сцепление/маховик,transmission-clutch,Maxovik vengi,Венец маховика (зубчатка стартера),зубчатка стартера; зубчаткастартера; maxovikvengi,3,Maxovik vengi; Венец маховика (зубчатка стартера); венец маховика зубчатка стартера; зубчатка стартера; зубчаткастартера; maxovikvengi,6,No,No,No,Yes,2026-07-21 14:10:44
TR-024,Сцепление/маховик,transmission-clutch,Mufta vilkası,Вилка сцепления,mufta vilkasi; muftavilkasi; вилкасцепления,3,Mufta vilkası; Вилка сцепления; mufta vilkasi; muftavilkasi; вилкасцепления,5,No,No,No,Yes,2026-07-21 14:10:44
TR-008,Сцепление/маховик,transmission-clutch,Vıjımnoy (buraxıcı podşipnik),Выжимной подшипник,buraxıcı podşipnik; buraxici podsipnik; vijimnoy buraxici podsipnik; buraxicipodsipnik; выжимнойподшипник,5,Vıjımnoy (buraxıcı podşipnik); Выжимной подшипник; vıjımnoy buraxıcı podşipnik; buraxıcı podşipnik; buraxici podsipnik; vijimnoy buraxici podsipnik; buraxicipodsipnik; выжимнойподшипник,8,No,No,No,Yes,2026-07-21 14:10:44
TR-026,Сцепление/маховик,transmission-clutch,Mufta hidravlik şlanqı (gidrositel borusu),Гибкая трубка привода сцепления,gidrositel borusu; mufta hidravlik slanqi gidrositel borusu; gidrositelborusu,3,Mufta hidravlik şlanqı (gidrositel borusu); Гибкая трубка привода сцепления; mufta hidravlik şlanqı gidrositel borusu; gidrositel borusu; mufta hidravlik slanqi gidrositel borusu; gidrositelborusu,6,No,No,No,Yes,2026-07-21 14:10:44
TR-009,Сцепление/маховик,transmission-clutch,Mufta qlavni silindiri,Главный цилиндр сцепления,,0,Mufta qlavni silindiri; Главный цилиндр сцепления,2,No,No,No,Yes,2026-07-21 14:10:44
TR-006,Сцепление/маховик,transmission-clutch,Feredo (mufta diski),Диск сцепления,mufta diski; feredosu; ferdo; muftadiski; дисксцепления,5,Feredo (mufta diski); Диск сцепления; feredo mufta diski; mufta diski; feredosu; ferdo; muftadiski; дисксцепления,8,No,No,No,Yes,2026-07-21 14:10:44
TR-032,Сцепление/маховик,transmission-clutch,Mufta dəsti,Комплект сцепления,caşka feredo vijimnoy desti; feredo vijimnoy dest; caska feredo vijimnoy desti; mufta desti; muftadesti; комплектсцепления,6,Mufta dəsti; Комплект сцепления; caşka feredo vijimnoy desti; feredo vijimnoy dest; caska feredo vijimnoy desti; mufta desti; muftadesti; комплектсцепления,8,No,No,No,Yes,2026-08-25 15:42:56
TR-007,Сцепление/маховик,transmission-clutch,Çaşqa (sıxıcı disk/korzin),Корзина сцепления (нажимной диск),нажимной диск; korzin; sıxıcı disk; sıxıcı disk korzin; caska; çaska; корзина сцепления; sixici disk; sixici disk korzin; casqa sixici disk korzin; нажимнойдиск; sixicidisk; корзинасцепления,13,Çaşqa (sıxıcı disk/korzin); Корзина сцепления (нажимной диск); çaşqa sıxıcı disk korzin; корзина сцепления нажимной диск; нажимной диск; korzin; sıxıcı disk; sıxıcı disk korzin; caska; çaska; корзина сцепления; sixici disk; sixici disk korzin; casqa sixici disk korzin; нажимнойдиск; sixicidisk; корзинасцепления,17,No,No,No,Yes,2026-07-21 14:10:44
TR-010,Сцепление/маховик,transmission-clutch,Maxovik (maxavik),Маховик (махавик),maxovikmaxavik; маховикмахавик,2,Maxovik (maxavik); Маховик (махавик); maxovik maxavik; маховик махавик; maxovikmaxavik; маховикмахавик,6,No,No,No,Yes,2026-07-21 14:10:44
TR-020,Сцепление/маховик,transmission-clutch,Mufta raboçi silindiri,Рабочий цилиндр сцепления,mufta raboci silindiri,1,Mufta raboçi silindiri; Рабочий цилиндр сцепления; mufta raboci silindiri,3,No,No,No,Yes,2026-07-21 14:10:44
TR-031,Сцепление/маховик,transmission-clutch,Torsion dempferi,Торсионный демпфер,torsiondempferi; торсионныйдемпфер,2,Torsion dempferi; Торсионный демпфер; torsiondempferi; торсионныйдемпфер,4,No,No,No,Yes,2026-08-25 15:42:07
